2001,49.94357,21.47114,73.07750,8.74861,-17.40628,-13.09905,-25.01202,-12.23257,7.83089,-2.46783,3.32136,-2.31521,10.20556,611.10913,951.08960,698.11428,408.98485,383.70912,326.51512,238.11327,251.42414,187.17351,100.42652,179.19498,-8.41558,-317.87038,95.86266,48.10259,-95.66303,-18.06215,1.96984,34.42438,11.72670,1.36790,7.79444,-0.36994,-133.67852,-83.26165,-37.29765,73.04667,-37.36684,-3.13853,-24.21531,-13.23066,15.93809,-18.60478,82.15479,240.57980,-10.29407,31.58431,-25.38187,-3.90772,13.29258,41.55060,-7.26272,-21.00863,105.50848,64.29856,26.08481,-44.59110,-8.30657,7.93706,-10.73660,-95.44766,-82.03307,-35.59194,4.69525,70.95626,28.09139,6.02015,-37.13767,-41.12450,-8.40816,7.19877,-8.60176,-5.90857,-12.32437,14.68734,-54.32125,40.14786,13.01620,-54.40548,58.99367,15.37344,1.11144,-23.08793,68.40795,-1.82223,-27.46348,2.26327
2001,48.73215,18.42930,70.32679,12.94636,-10.32437,-24.83777,8.76630,-0.92019,18.76548,4.59210,2.21920,0.34006,44.38997,2056.93836,605.40696,457.41175,777.15347,415.64880,746.47775,366.45320,317.82946,273.07917,141.75921,317.35269,19.48271,-65.25496,162.75145,135.00765,-96.28436,-86.87955,17.38087,45.90742,32.49908,-32.85429,45.10830,26.84939,-302.57328,-41.71932,-138.85034,202.18689,-33.44277,195.04749,-16.93235,-1.09168,-25.38061,-12.19034,-125.94783,121.74212,136.67075,41.18157,28.55107,1.52298,70.99515,-43.63073,-42.55014,129.82848,79.95420,-87.14554,-45.75446,-65.82100,-43.90031,-19.45705,12.59163,-407.64130,42.91189,12.15850,-88.37882,42.25246,46.49209,-30.17747,45.98495,130.47892,13.88281,-4.00055,17.85965,-18.32138,-87.99109,14.37524,-22.70119,-58.81266,5.66812,-19.68073,33.04964,42.87836,-9.90378,-32.22788,70.49388,12.04941,58.43453,26.92061
2001,50.95714,31.85602,55.81851,13.41693,-6.57898,-18.54940,-3.27872,-2.35035,16.07017,1.39518,2.73553,0.82804,7.46586,699.54544,1016.00954,594.06748,355.73663,507.39931,387.69910,287.15347,112.37152,161.68928,144.14353,199.29693,-4.24359,-297.00587,-148.36392,-7.94726,-18.71630,12.77542,-25.37725,9.71410,0.13843,26.79723,6.30760,28.70107,-74.89005,-289.19553,-166.26089,13.09302,5.89085,6.89034,-10.97160,1.67565,11.43523,-7.27994,133.08169,141.86758,-56.99356,98.15952,18.50939,16.97216,24.26629,-10.50788,-8.68412,54.75759,194.74034,7.95966,-18.22685,0.06463,-2.63069,26.02561,1.75729,-262.36917,-233.60089,-2.50502,-12.14279,81.37617,2.07554,-1.82381,183.65292,22.64797,-39.98887,43.37381,-31.56737,-4.88840,-36.53213,-23.94662,-84.19275,66.00518,3.03800,26.05866,-50.92779,10.93792,-0.07568,43.20130,-115.00698,-0.05859,39.67068,-0.66345
2001,48.24750,-1.89837,36.29772,2.58776,0.97170,-26.21683,5.05097,-10.34124,3.55005,-6.36304,6.63016,-3.35142,37.64085,2174.08189,697.43346,459.24587,742.78961,229.30783,387.89697,249.06662,245.89870,176.20527,98.82222,150.97286,78.49057,-62.00282,43.49659,-96.42719,-108.96608,14.22854,14.54178,-23.55608,-39.36953,-43.59209,20.83714,35.63919,-181.34947,-93.66614,-90.55616,-0.01744,23.22717,-25.48348,-25.88070,12.59198,-24.85116,-7.20736,778.02248,61.15940,23.37585,-97.64925,4.56917,-37.32280,4.15159,12.24315,35.02697,-178.89573,82.46573,-20.49425,101.78577,-19.77808,-21.52657,3.36303,-11.63176,51.55411,-50.57576,-28.14755,-83.15795,-7.35260,-22.11505,1.18279,-122.70467,150.57360,24.37468,41.19821,-37.04318,-28.72986,162.19614,22.18309,-8.63509,85.23416,34.57337,-171.70734,-16.96705,-46.67617,-12.51516,82.58061,-72.08993,9.90558,199.62971,18.85382
2001,50.97020,42.20998,67.09964,8.46791,-15.85279,-16.81409,-12.48207,-9.37636,12.63699,0.93609,1.60923,2.19223,47.32082,894.28471,809.86615,318.78559,435.04497,341.61467,334.30734,322.99589,190.61921,235.84715,96.89517,210.58870,5.60463,-199.63958,204.85812,-77.17695,-65.79741,-6.95097,-12.15262,-3.85410,20.68990,-20.30480,37.15045,11.20673,-124.09519,-295.98542,-33.31169,28.68782,-32.73982,-26.60955,-69.07501,5.73467,-15.47984,-15.55296,150.29661,176.95972,58.18014,25.96952,45.25506,10.42226,27.88782,-17.12676,-31.54772,-76.86293,41.17343,-138.32535,-53.96905,-21.30266,-24.87362,-2.46595,-4.05003,-56.51161,-34.56445,-5.07092,-47.75605,64.81513,-97.42948,-12.59418,55.23699,28.85657,54.53513,-31.97077,20.03279,-8.07892,-55.12617,26.58961,-10.27183,-30.64232,9.92661,-55.95724,64.92712,-17.72522,-1.49237,-7.50035,51.76631,7.88713,55.66926,28.74903
2001,50.54767,0.31568,92.35066,22.38696,-25.51870,-19.04928,20.67345,-5.19943,3.63566,-4.69088,2.49578,-3.02468,7.69273,1004.95615,785.06709,591.99232,495.75332,291.38165,434.08355,291.55265,303.58860,216.12189,126.10703,147.28090,6.17712,-133.67424,8.69259,-13.76138,-52.72072,-24.00961,-10.82297,11.42039,32.10442,-26.26130,-4.98856,20.84154,-129.69145,-157.91059,-43.29252,51.41086,-17.33515,-111.42831,-82.59421,-16.53161,23.04469,-9.11273,-31.97030,72.46956,-23.45622,15.81761,45.07251,-6.20682,17.53456,43.66313,-4.80024,-33.62226,-15.01731,-33.74416,2.12072,-46.83225,19.99596,26.31683,0.51657,-285.36622,-52.26245,-13.00341,-9.41185,69.69108,33.54907,-11.39665,93.61103,163.39892,5.00362,15.23807,-13.48394,-6.37431,-37.31287,92.47370,-90.00149,47.25143,6.59753,-50.69577,26.02574,18.94430,-0.33730,6.09352,35.18381,5.00283,-11.02257,0.02263
2001,50.57546,33.17843,50.53517,11.55217,-27.24764,-8.78206,-12.04282,-9.53930,28.61811,8.25435,-0.43743,5.66265,11.07787,1080.98902,1230.78393,1301.63542,952.84686,783.02498,560.79536,696.19620,253.36266,316.92697,151.75689,144.07059,-3.02894,-111.65251,-56.64580,464.86598,150.52166,84.69609,-91.71196,89.31272,16.49867,-4.47074,-2.02539,13.27637,-153.73456,199.01552,-278.79072,49.72018,-226.95102,0.29774,-89.70185,6.34632,-10.95621,-27.32970,14.37464,245.76022,-29.78693,-291.28893,0.05909,-92.07551,7.80480,-46.15966,-39.03309,32.52065,164.15989,-247.22025,-100.28773,-55.58712,8.38343,-4.57294,-20.08525,-357.00069,-232.78978,-112.81679,-66.16128,43.25003,18.48417,-2.50274,3.25927,94.57509,-24.31254,62.97582,-19.41809,10.35282,-91.89392,10.51922,-74.98521,12.29948,11.63681,25.44182,134.62382,21.51982,8.17570,35.46251,11.57736,4.50056,-4.62739,1.40192
2001,48.26892,8.97526,75.23158,24.04945,-16.02105,-14.09491,8.11871,-1.87566,7.46701,1.18189,1.46625,-6.34226,8.40470,1619.74629,1762.43083,714.83843,1115.90792,525.85703,576.66300,350.41961,315.44672,267.94363,198.28158,201.97524,17.14701,-517.47978,-11.33396,59.52820,-25.10400,23.48782,12.63888,40.85580,-3.72243,-16.97392,0.04284,59.45956,-191.92216,445.36223,-120.62667,-177.32060,-6.54810,-47.77312,-75.80024,-49.88561,3.18256,-1.11189,341.15630,227.34412,86.65906,-4.99393,63.71442,3.70732,-9.36662,-25.75461,35.16677,-33.17382,13.80469,-107.14403,140.04250,-124.16153,-18.33032,-9.99397,8.96011,-411.27991,-99.75061,-75.51735,-88.57128,22.90222,4.14618,-16.83238,142.14168,326.91932,-3.49405,7.58991,-32.60725,-4.44469,-56.48952,-31.19491,-32.75384,-52.97111,18.03989,-58.46192,-65.56438,46.99856,-4.09602,56.37650,-18.29975,-0.30633,3.98364,-3.72556
2001,49.75468,33.99581,56.73846,2.89581,-2.92429,-26.44413,1.71392,-0.55644,22.08594,7.43847,-0.03578,1.66534,46.02060,789.58109,607.78514,248.54603,288.44004,330.16459,356.34405,194.21792,194.68297,158.43568,104.05610,183.10695,-39.54223,-225.39832,78.57149,20.62209,-9.44189,15.94754,51.24174,-4.36054,17.60516,9.03638,16.69044,42.70944,-77.62818,46.71905,-109.71028,2.16702,8.21620,-11.19174,-19.58039,-3.33118,-7.91130,-8.37202,-1.98159,64.34789,27.44926,7.06737,36.17475,3.44547,46.40983,-21.52684,-10.50872,-8.62787,55.23069,-41.74452,-20.24522,21.78558,-8.69348,-1.85679,3.60117,-53.94252,-54.66970,-15.14957,-46.61675,48.45009,2.77737,-7.80854,38.29390,120.35575,23.84978,14.87696,-41.76961,-21.05519,-45.79645,9.16222,-21.48052,-9.70822,18.70812,5.20391,-27.75192,17.22100,-0.85210,-15.67150,-26.36257,5.48708,-9.13495,6.08680
2007,45.17809,46.34234,-40.65357,-2.47909,1.21253,-0.65302,-6.95536,-12.20040,17.02512,2.00002,-1.87785,9.85499,25.59837,1905.18577,3676.09074,1976.85531,913.11216,1957.52415,955.98525,942.72667,439.85991,591.66138,493.40770,496.38516,33.94285,-255.90134,-762.28079,-66.10935,-128.02217,198.12908,-34.44957,176.00397,-140.80069,-22.56380,12.77945,193.30164,314.20949,576.29519,-429.58643,-72.20157,59.59139,-5.12110,-182.15958,31.80120,-10.67380,-8.13459,-122.96813,208.69408,-138.66307,119.52244,-17.48938,75.58779,93.29243,85.83507,47.13972,312.85482,135.50478,-32.47886,49.67063,-214.73180,-77.83503,-47.26902,7.58366,-352.56581,-36.15655,-53.39933,-98.60417,-82.37799,45.81588,-16.91676,18.35888,-315.68965,-3.14554,125.45269,-130.18808,-3.06337,42.26602,-9.04929,26.41570,23.36165,-4.36742,-87.55285,-70.79677,76.57355,-7.71727,3.26926,-298.49845,11.49326,-89.21804,-15.09719
